material_id,batch_id,estimated_weight_kg,species,material_form,former_use,known_treatment_status,surface_condition,record_completeness,requires_inspection,special_handling_flag,initial_recovery_grade,recovery_grade,current_route,resolution_status,output_date
M00795,B024,87.8,Radiata Pine,Flooring,Flooring strip,Surface Coating Recorded,Good,Partial,No,No,Rustic,Rustic,Board Feedstock,Output,2025-09-10
M00796,B024,510.7,Mountain Ash,Board,Fence palings,No Treatment Recorded,Severely Degraded,Complete,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-09-10
M00797,B024,3097.9,Unknown / Mixed,Beam,Racking beam,No Treatment Recorded,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-09-10
M00798,B024,1412.0,Cypress Pine,Structural Member,Truss member,No Treatment Recorded,Fair,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-09-10
M00799,B024,763.1,Oregon,Post,Structural post,Known Treatment Recorded,Fair,Partial,No,No,Rustic,Rustic,Board Feedstock,Output,2025-09-10
M00800,B024,1971.7,Radiata Pine,Structural Member,Truss member,Unknown,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-09-10
M00801,B024,178.0,Sydney Blue Gum,Board,Sawn board,No Treatment Recorded,Good,Partial,No,No,Rustic,Rustic,Board Feedstock,Output,2025-09-10
M00802,B024,279.8,Mountain Ash,Board,Sawn board,Unknown,Good,Partial,No,No,Rustic,Rustic,Board Feedstock,Output,2025-09-10
M00803,B024,892.0,Oregon,Other,Miscellaneous timber,Surface Coating Recorded,Poor,Critical Information Missing,No,No,Rustic,Feedstock,Board Feedstock,Output,2025-09-10
M00804,B024,73.7,Sydney Blue Gum,Other,Joinery offcut,Surface Coating Recorded,Good,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-10
M00805,B024,1252.0,Mixed Hardwood,Structural Member,Truss member,Adhesive / Composite Concern,Fair,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-10
M00806,B024,1171.6,Cypress Pine,Structural Member,Roof rafter,No Treatment Recorded,Fair,Critical Information Missing,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-10
M00807,B024,184.6,Mixed Hardwood,Flooring,Flooring strip,Unknown,Fair,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-10
M00808,B024,1174.3,Messmate,Beam,Racking beam,Adhesive / Composite Concern,Good,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-10
M00809,B024,455.4,Unknown / Mixed,Mixed Salvage,Assorted recovered timber,No Treatment Recorded,Good,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-10
M00810,B024,116.0,Unknown / Mixed,Other,Shelving,No Treatment Recorded,Fair,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-10
M00811,B024,948.0,Cypress Pine,Structural Member,Truss member,No Treatment Recorded,Fair,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-10
M00812,B024,590.1,Ironbark,Post,Fence post,No Treatment Recorded,Fair,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-10
M00813,B024,2653.7,Sydney Blue Gum,Beam,Floor joist,Surface Coating Recorded,Fair,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-10
M00814,B024,2370.6,Sydney Blue Gum,Beam,Floor joist,Unknown,Good,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-10
M00815,B024,733.0,Mountain Ash,Post,Fence post,No Treatment Recorded,Poor,Complete,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-09-10
M00816,B024,1195.0,Messmate,Structural Member,Wall stud,No Treatment Recorded,Severely Degraded,Critical Information Missing,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-09-10
M00817,B025,832.3,Cypress Pine,Structural Member,Wall stud,Surface Coating Recorded,Fair,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-09-25
M00818,B025,1110.5,Mixed Hardwood,Beam,Racking beam,No Treatment Recorded,Good,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-09-25
M00819,B025,1663.2,Oregon,Beam,Roof beam,Known Treatment Recorded,Good,Critical Information Missing,No,No,Premium,Premium,Higher-value Recovery,Output,2025-09-25
M00820,B025,1063.6,Radiata Pine,Structural Member,Truss member,No Treatment Recorded,Fair,Complete,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-09-25
M00821,B025,767.3,Sydney Blue Gum,Post,Verandah post,No Treatment Recorded,Good,Complete,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-09-25
M00822,B025,155.6,Unknown / Mixed,Cladding,Fascia board,Known Treatment Recorded,Poor,Complete,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-09-25
M00823,B025,2545.6,Cypress Pine,Beam,Floor joist,Unknown,Fair,Partial,No,No,Premium,Premium,Higher-value Recovery,Output,2025-09-25
M00824,B025,1604.4,Blackbutt,Beam,Roof beam,Known Treatment Recorded,Good,Partial,No,No,Premium,Premium,Higher-value Recovery,Output,2025-09-25
M00825,B025,1084.6,Mountain Ash,Post,Fence post,No Treatment Recorded,Poor,Partial,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-09-25
M00826,B025,167.5,Ironbark,Board,Dunnage,Adhesive / Composite Concern,Fair,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-09-25
M00827,B025,1685.2,Cypress Pine,Beam,Roof beam,Conflicting Record,Good,Partial,No,No,Premium,Premium,Higher-value Recovery,Output,2025-09-25
M00828,B025,203.7,Blackbutt,Flooring,Flooring strip,Known Treatment Recorded,Fair,Complete,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-09-25
M00829,B025,148.5,Unknown / Mixed,Mixed Salvage,Mixed salvage lot,Known Treatment Recorded,Poor,Critical Information Missing,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-09-25
M00830,B025,1228.0,Ironbark,Beam,Racking beam,No Treatment Recorded,Fair,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-09-25
M00831,B025,2493.7,Cypress Pine,Beam,Racking beam,Unknown,Good,Partial,No,No,Character,Character,Higher-value Recovery,Output,2025-09-25
M00832,B025,2117.3,Ironbark,Beam,Portal frame member,Known Treatment Recorded,Good,Partial,No,No,Character,Character,Higher-value Recovery,Output,2025-09-25
M00833,B025,446.4,Messmate,Mixed Salvage,Mixed salvage lot,No Treatment Recorded,Good,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-09-25
M00834,B025,169.1,Unknown / Mixed,Board,Dunnage,No Treatment Recorded,Good,Critical Information Missing,Yes,No,Character,Character,Higher-value Recovery,Output,2025-09-25
M00835,B025,194.3,Mountain Ash,Flooring,Floor board,Known Treatment Recorded,Fair,Critical Information Missing,No,No,Character,Character,Higher-value Recovery,Output,2025-09-25
M00836,B025,167.7,Oregon,Board,Formwork board,Surface Coating Recorded,Poor,Critical Information Missing,Yes,No,Character,Character,Higher-value Recovery,Output,2025-09-25
M00837,B025,910.5,Messmate,Post,Fence post,Unknown,Fair,Partial,No,No,Character,Character,Higher-value Recovery,Output,2025-09-25
M00838,B025,1282.0,Blackbutt,Structural Member,Truss member,Known Treatment Recorded,Good,Complete,Yes,Yes,Character,Character,Special Handling,Output,2025-09-25
M00839,B025,732.3,Unknown / Mixed,Board,Fence palings,Surface Coating Recorded,Poor,Partial,No,No,Character,Rustic,Board Feedstock,Output,2025-09-25
M00840,B025,865.7,Cypress Pine,Mixed Salvage,Mixed salvage lot,No Treatment Recorded,Poor,Partial,No,No,Character,Rustic,Board Feedstock,Output,2025-09-25
M00841,B025,1018.2,Radiata Pine,Post,Structural post,No Treatment Recorded,Fair,Complete,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-09-25
M00842,B025,170.6,Radiata Pine,Cladding,Weatherboard,Surface Coating Recorded,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-09-25
M00843,B025,579.5,Oregon,Mixed Salvage,Mixed salvage lot,Known Treatment Recorded,Poor,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-09-25
M00844,B025,2779.1,Unknown / Mixed,Beam,Roof beam,Surface Coating Recorded,Good,Critical Information Missing,No,No,Rustic,Rustic,Board Feedstock,Output,2025-09-25
M00845,B025,121.6,Radiata Pine,Board,Sawn board,No Treatment Recorded,Fair,Complete,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-09-25
M00846,B025,178.8,Unknown / Mixed,Cladding,Fascia board,Conflicting Record,Poor,Partial,Yes,No,Rustic,Feedstock,Board Feedstock,Output,2025-09-25
M00847,B025,1718.2,Cypress Pine,Mixed Salvage,Mixed salvage lot,No Treatment Recorded,Poor,Complete,No,No,Rustic,Feedstock,Board Feedstock,Output,2025-09-25
M00848,B025,392.3,Unknown / Mixed,Flooring,Floor board,Known Treatment Recorded,Fair,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-25
M00849,B025,2039.9,Mixed Hardwood,Structural Member,Roof rafter,Surface Coating Recorded,Poor,Critical Information Missing,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-25
M00850,B025,334.8,Radiata Pine,Cladding,Weatherboard,Known Treatment Recorded,Poor,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-25
M00851,B025,756.0,Radiata Pine,Beam,Racking beam,Adhesive / Composite Concern,Fair,Complete,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-09-25
M00852,B025,1272.0,Mountain Ash,Flooring,Decking board,Unknown,Severely Degraded,Critical Information Missing,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-09-25
M00853,B026,1213.6,Cypress Pine,Post,Verandah post,No Treatment Recorded,Poor,Complete,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-09-29
M00854,B026,479.2,Unknown / Mixed,Mixed Salvage,Assorted recovered timber,No Treatment Recorded,Good,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-09-29
M00855,B026,1158.2,Oregon,Beam,Floor joist,Unknown,Severely Degraded,Partial,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-09-29
M00856,B026,156.0,Oregon,Cladding,Fascia board,Unknown,Poor,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-09-29
M00857,B026,2198.3,Cypress Pine,Beam,Racking beam,Conflicting Record,Fair,Partial,No,No,Character,Character,Higher-value Recovery,Output,2025-09-29
M00858,B026,1256.4,Oregon,Post,Fence post,Conflicting Record,Good,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-09-29
M00859,B026,76.3,Mountain Ash,Board,Fence palings,Known Treatment Recorded,Fair,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-09-29
M00860,B026,913.0,Mountain Ash,Board,Fence palings,No Treatment Recorded,Good,Partial,Yes,Yes,Character,Character,Special Handling,Output,2025-09-29
M00861,B026,1746.7,Mixed Hardwood,Structural Member,Truss member,No Treatment Recorded,Poor,Critical Information Missing,No,No,Character,Rustic,Board Feedstock,Output,2025-09-29
M00862,B026,481.3,Ironbark,Board,Fence palings,Unknown,Poor,Partial,No,No,Character,Rustic,Board Feedstock,Output,2025-09-29
M00863,B026,1496.8,Spotted Gum,Post,Structural post,Known Treatment Recorded,Good,Partial,No,No,Rustic,Rustic,Board Feedstock,Output,2025-09-29
M00864,B026,1842.6,Messmate,Structural Member,Wall stud,No Treatment Recorded,Fair,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-09-29
M00865,B026,265.3,Mixed Hardwood,Board,Formwork board,Adhesive / Composite Concern,Fair,Critical Information Missing,No,No,Rustic,Rustic,Board Feedstock,Output,2025-09-29
M00866,B026,166.3,Cypress Pine,Cladding,Fascia board,Adhesive / Composite Concern,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-09-29
M00867,B026,709.5,Mixed Hardwood,Structural Member,Roof rafter,Surface Coating Recorded,Poor,Partial,No,No,Rustic,Feedstock,Board Feedstock,Output,2025-09-29
M00868,B026,800.0,Oregon,Mixed Salvage,Assorted recovered timber,No Treatment Recorded,Poor,Critical Information Missing,No,No,Rustic,Feedstock,Board Feedstock,Output,2025-09-29
M00869,B026,1136.5,Messmate,Structural Member,Truss member,Surface Coating Recorded,Poor,Partial,Yes,No,Rustic,Feedstock,Board Feedstock,Output,2025-09-29
M00870,B026,268.3,Cypress Pine,Board,Formwork board,No Treatment Recorded,Poor,Critical Information Missing,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-29
M00871,B026,490.4,Cypress Pine,Mixed Salvage,Mixed salvage lot,Unknown,Poor,Partial,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-29
M00872,B026,1466.1,Mountain Ash,Structural Member,Roof rafter,Adhesive / Composite Concern,Poor,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-29
M00873,B026,928.8,Mixed Hardwood,Structural Member,Wall stud,No Treatment Recorded,Fair,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-29
M00874,B026,1431.4,Sydney Blue Gum,Structural Member,Wall stud,Unknown,Poor,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-29
M00875,B026,911.1,Mountain Ash,Other,Miscellaneous timber,Conflicting Record,Fair,Complete,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-09-29
M00876,B026,812.9,Unknown / Mixed,Mixed Salvage,Mixed salvage lot,Adhesive / Composite Concern,Fair,Complete,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-09-29
M00877,B026,109.1,Cypress Pine,Flooring,Flooring strip,Known Treatment Recorded,Severely Degraded,Complete,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-09-29
M00878,B026,1885.9,Mountain Ash,Beam,Portal frame member,Surface Coating Recorded,Severely Degraded,Critical Information Missing,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-09-29
M00879,B027,1088.1,Unknown / Mixed,Structural Member,Truss member,Known Treatment Recorded,Poor,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-12-03
M00880,B027,777.5,Spotted Gum,Post,Verandah post,Adhesive / Composite Concern,Fair,Critical Information Missing,No,No,Premium,Premium,Higher-value Recovery,Output,2025-12-03
M00881,B027,251.5,Cypress Pine,Flooring,Flooring strip,Surface Coating Recorded,Poor,Critical Information Missing,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-12-03
M00882,B027,1697.5,Unknown / Mixed,Structural Member,Purlin,No Treatment Recorded,Poor,Critical Information Missing,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-12-03
M00883,B027,1102.4,Unknown / Mixed,Post,Structural post,Surface Coating Recorded,Fair,Critical Information Missing,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-12-03
M00884,B027,1989.8,Oregon,Beam,Portal frame member,Unknown,Poor,Complete,Yes,No,Character,Character,Higher-value Recovery,Output,2025-12-03
M00885,B027,760.0,Oregon,Post,Verandah post,Unknown,Fair,Critical Information Missing,Yes,No,Character,Character,Higher-value Recovery,Output,2025-12-03
M00886,B027,671.4,Radiata Pine,Structural Member,Roof rafter,Surface Coating Recorded,Severely Degraded,Critical Information Missing,Yes,No,Character,Character,Higher-value Recovery,Output,2025-12-03
M00887,B027,1002.7,Blackbutt,Beam,Portal frame member,Conflicting Record,Fair,Partial,Yes,No,Character,Character,Higher-value Recovery,Output,2025-12-03
M00888,B027,366.1,Cypress Pine,Mixed Salvage,Mixed salvage lot,Unknown,Severely Degraded,Critical Information Missing,Yes,No,Character,Character,Higher-value Recovery,Output,2025-12-03
M00889,B027,921.0,Unknown / Mixed,Post,Verandah post,Adhesive / Composite Concern,Fair,Critical Information Missing,Yes,Yes,Character,Character,Special Handling,Output,2025-12-03
M00890,B027,792.5,Mixed Hardwood,Board,Sawn board,Surface Coating Recorded,Poor,Partial,Yes,No,Character,Rustic,Board Feedstock,Output,2025-12-03
M00891,B027,1018.5,Unknown / Mixed,Mixed Salvage,Assorted recovered timber,Unknown,Poor,Complete,No,No,Character,Rustic,Board Feedstock,Output,2025-12-03
M00892,B027,1214.6,Unknown / Mixed,Structural Member,Purlin,Surface Coating Recorded,Poor,Critical Information Missing,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-12-03
M00893,B027,165.7,Unknown / Mixed,Cladding,Cladding panel,Unknown,Poor,Partial,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-12-03
M00894,B027,1488.4,Blackbutt,Structural Member,Wall stud,No Treatment Recorded,Poor,Critical Information Missing,No,No,Rustic,Rustic,Board Feedstock,Output,2025-12-03
M00895,B027,229.1,Unknown / Mixed,Board,Dunnage,No Treatment Recorded,Severely Degraded,Partial,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-12-03
M00896,B027,2789.9,Unknown / Mixed,Beam,Racking beam,Known Treatment Recorded,Good,Critical Information Missing,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-12-03
M00897,B027,246.3,Cypress Pine,Board,Dunnage,Adhesive / Composite Concern,Fair,Partial,No,No,Rustic,Rustic,Board Feedstock,Output,2025-12-03
M00898,B027,1206.8,Unknown / Mixed,Board,Sawn board,No Treatment Recorded,Poor,Complete,No,No,Rustic,Feedstock,Board Feedstock,Output,2025-12-03
M00899,B027,943.2,Unknown / Mixed,Other,Joinery offcut,Unknown,Poor,Partial,Yes,No,Rustic,Feedstock,Board Feedstock,Output,2025-12-03
M00900,B027,557.4,Mixed Hardwood,Board,Sawn board,Surface Coating Recorded,Poor,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-12-03
M00901,B027,239.9,Cypress Pine,Cladding,Cladding panel,Unknown,Severely Degraded,Critical Information Missing,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-12-03
M00902,B027,385.7,Unknown / Mixed,Board,Formwork board,Unknown,Poor,Partial,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-12-03
M00903,B027,1539.7,Unknown / Mixed,Post,Fence post,Conflicting Record,Fair,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-12-03
M00904,B027,360.0,Radiata Pine,Other,Shelving,Conflicting Record,Severely Degraded,Partial,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-12-03
M00905,B027,2841.5,Cypress Pine,Beam,Portal frame member,Unknown,Poor,Critical Information Missing,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-12-03
M00906,B027,1581.3,Radiata Pine,Structural Member,Roof rafter,Unknown,Poor,Critical Information Missing,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-12-03
M00907,B027,644.4,Unknown / Mixed,Other,Shelving,No Treatment Recorded,Fair,Critical Information Missing,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-12-03
M00908,B027,374.1,Radiata Pine,Board,Dunnage,No Treatment Recorded,Severely Degraded,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-12-03
M00909,B027,383.0,Cypress Pine,Board,Dunnage,Adhesive / Composite Concern,Poor,Partial,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-12-03
M00910,B027,1591.0,Cypress Pine,Structural Member,Purlin,Adhesive / Composite Concern,Fair,Critical Information Missing,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-12-03
M00911,B027,338.7,Messmate,Other,Joinery offcut,Known Treatment Recorded,Severely Degraded,Partial,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-12-03
M00912,B027,2201.4,Oregon,Beam,Racking beam,No Treatment Recorded,Severely Degraded,Complete,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-12-03
M00913,B027,238.9,Unknown / Mixed,Cladding,Fascia board,Surface Coating Recorded,Severely Degraded,Critical Information Missing,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-12-03
M00914,B028,1247.0,Blackbutt,Structural Member,Truss member,Conflicting Record,Fair,Complete,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-10-12
M00915,B028,2136.5,Radiata Pine,Structural Member,Purlin,Conflicting Record,Poor,Complete,Yes,No,Character,Character,Higher-value Recovery,Output,2025-10-12
